"","POS_SALE_BRANCH","sumB","sumSLOPE","sumSIDING","sumWINDOW","sumOTHER","meanD","meanPD","risk","meanCL","percent_PD","percent_D","clusterNum","clusterNum"
"169",296,21770193.62,5074741.79,2498734.41,1531574.84,24684072.71,189.243805012681,376.260260331195,0,12987.2632768909,0.0017283275789772,0.00086927938407872,3,4
"170",297,17772982.59,597650.79,2560219.78,3412284.35,18595489.7,94.5079494748404,178.982093773598,0,9411.15300405025,0.00100704590727671,0.000531750644531748,3,4
"171",301,31187432.2,2033124.82,9873109.44,1370961.22,35714672.44,630.632129095196,1087.09475083327,0,16772.0819169173,0.00348568212946132,0.00202207134287636,3,4
"172",306,43361629.54,7529205.07,5120259.44,2183378.3,56391588.86,502.992884778912,1236.56444940476,0,22812.5453656463,0.00285174810661593,0.00115999534638087,3,4
"173",309,14857703.12,893392.86,1715640.72,2143332.54,20133260.91,286.449952380952,505.53243625192,0,7815.89582795699,0.00340249385903681,0.00192795582242696,3,4
"174",313,55687564.99,20539309.08,602281.09,2705485.43,61031117.63,761.810753121224,1622.48222915828,0,23259.552040878,0.00291354493494128,0.00136800873454967,3,4
"175",316,16643926.27,2042534.18,2892497.51,1612607.93,20154353.73,812.086559423988,1100.9350082027,0,11987.055976121,0.00661463521493176,0.00487917662125037,3,4
"176",317,53707253.99,3444007.35,10679415.46,1056278.71,76674362.76,379.962800333283,1005.33708680503,0,13741.8744394789,0.00187188324130706,0.000707470168562388,3,4
"177",318,0,0,0,0,0,0,0,3.25,18441.551,NA,NA,1,1
"178",321,25017604.67,2383967.01,5863464.55,2102732.3,29406815.94,935.267602221776,1246.95712239845,0,18058.634446229,0.00498431859822992,0.0037384378503003,3,4
"179",325,80998916.41,2078184.99,27398649.89,9282370.9,85708624.67,601.260812849985,1312.32860831123,0,34026.9778832891,0.00162018044990687,0.000742307230144322,4,2
"180",327,55682510.64,4581919.33,1391870.94,409898.6,98630866.41,788.242808331383,1774.35648100476,0,21318.5098970278,0.0031865597664523,0.00141560213300645,3,4
"181",328,1906045.97,131879.12,473785.86,63381.63,2440540.77,144.421928143713,232.970137724551,0,9960.79403592814,0.0122226924949009,0.007577043283154,3,1
"182",329,29389586.69,899974.66,10308191.48,3254889.56,29036316.7,271.566252792353,625.465039222817,0,16127.527367136,0.00212818589733906,0.000924022020645683,3,4
"183",330,0,0,0,0,0,0,0,1,0,NA,NA,1,1
"184",332,43765340.25,2610229.42,8693963.12,1126201.25,62795644.57,748.621173230868,1201.41157668908,0,11990.5149554915,0.00274512107029507,0.0017105343382561,3,4
"185",333,34199157.88,2010342.92,5679175.14,2347454.14,47850200.46,1081.29080044293,1869.29939729495,0,17155.5166139366,0.00546592230093516,0.00316174686007483,3,4
"186",334,22769869.89,2777947.68,2437981.69,1543798.01,32368787.64,1056.61812510467,1457.22693937364,0,14898.1702336292,0.00639980354043929,0.00464042232217021,3,4
"187",335,13826868.47,2154316.55,2168776.19,1082538.08,16691384.11,665.16939241858,858.014215696743,0,8316.44700266951,0.00620541243708485,0.00481070167017058,3,4
"188",336,22690616.01,2054225.06,4082553.76,487623.04,32359085.34,148.303677866297,240.323661240042,0,10321.9498905438,0.00105913237936832,0.000653590355594304,3,4
"189",337,69046138.8,9703393.44,4961457,1654166.25,106106393.24,447.698409758301,834.196774903998,0,19159.3097537836,0.00120817295420435,0.000648404700884304,3,4
"190",338,40699299.25,3364556.16,8482510.67,2124466.79,53944670.64,399.165643242144,1440.68963795383,0,26063.0017929421,0.00353983892721158,0.000980767852513195,3,4
"191",339,45676454.23,7234616.5,7137601.16,2591934.33,57029033.12,507.318488060571,874.086736750146,0,18044.2059918462,0.0019136484026294,0.00111067834973794,3,4
"192",341,14383904.56,2840637.19,2733589.02,1089180.95,15315481.9,489.884575514758,911.942990161274,0,12542.7243797545,0.0063400239229707,0.00340578299495306,3,4
"193",342,37215459.3,3222853.97,10672366.08,1036401.66,45057816.26,614.127131768447,1385.45901617881,0,17814.1113036566,0.00372280509830711,0.00165019361125673,3,4
"194",345,13690864.83,2528871.74,1061813.28,573049.47,18999467.79,807.126142498431,1114.57802678385,0,15005.019952919,0.00814103448265398,0.00589536272923988,3,4
"195",346,0,0,0,0,0,0,0,2,18618.5,NA,NA,1,1
"196",347,29904316.18,6381780.38,4027672.4,4110872.83,30355674.23,248.871275142315,403.691571157495,0,10706.7568559983,0.00134994416433934,0.00083222526689562,3,4
"197",349,57694409.18,7895989.7,2994498.99,1534071.87,90358695.24,380.109986634265,1248.09166707169,0,25005.5306160389,0.00216328009041185,0.0006588333116444,3,4
"198",351,55269381.76,11310617.16,10633792.29,2032869.96,62108693.76,957.815163479334,2045.10110866308,0,26219.6843562175,0.00370024241910949,0.00173299416960826,6,4
"199",353,36315008.04,1983949.86,8711466.75,1485558.01,48060112.27,690.61741843661,1344.79763520911,0,21266.7828103788,0.00370314563534683,0.001901741058892,3,4
"200",354,154517179.82,7159822.12,45862222.76,12378443.9,181574721.42,662.159507255049,1537.73294749439,0,28263.6142393418,0.00099518574522634,0.000428534553909417,4,2
"201",357,45335594.33,2330979,5509673.92,1455398.27,71579837.66,1108.32691255663,1690.79112402769,0,13154.4370236772,0.00372950029444931,0.00244471684762543,3,4
"202",358,19224586.59,951167.52,2275338.13,496841.28,30730801.82,532.375655151267,1010.13797730989,0,10586.3198630417,0.00525440675970288,0.00276924371121817,3,4
"203",359,29871593.44,6591718.77,4868712.77,1060427.07,34551872.21,681.088784539753,895.760275470419,0,9621.14995422953,0.00299870268812288,0.00228005508279224,3,4
"204",361,17033659.81,1980696.15,4235733.02,946419.14,19448057.21,213.888758045641,660.701089818607,0,15721.7167817437,0.00387879702417638,0.00125568292681337,3,4
"205",362,17702755.2,1908082.53,3860088.11,989828.37,21945139.02,419.209637764933,662.588361271676,0,9774.05062909441,0.00374285445280109,0.00236804741990067,3,4
"206",364,24788565.09,974411.89,5314654.97,2373176.19,32325232.24,511.146860637933,944.78456728021,0,7147.0787710072,0.00381137255766913,0.00206202682076235,3,4
"207",365,28595319.62,1705026.65,9897586.52,2641874.79,28678036.21,429.580262894149,724.067254644977,0,6397.75717600802,0.00253211806780629,0.00150227473797388,3,4
"208",366,33193895.63,2817183.66,2072668.9,222219.09,55977372.98,850.864504704876,1367.57484944397,0,18314.5793233533,0.00411995887643866,0.00256331620183767,3,4
"209",367,27388352.98,4569425.19,7639189.42,830505.11,28895521.23,359.28674248927,727.599944206009,0,14365.6670257511,0.00265660350126687,0.00131182310506818,3,4
"210",368,84977858.97,8244710.29,9644728.03,2301401.53,129836386.71,7533.91443784307,9684.79793994188,0,26884.9425508557,0.0113968486113082,0.00886573812185924,5,3
"211",369,0,0,0,0,0,0,0,1.87254901960784,39865.4941176471,NA,NA,1,5
"212",370,13393829.2,1088831.91,2085167.25,1678283.4,16858935.62,482.070678776291,800.540804971319,0,5609.93949521989,0.00597693753606563,0.00359919983731232,3,4
"213",371,0,0,0,0,0,0,0,1.07142857142857,4401.94535714286,NA,NA,1,1
"214",372,62774570.88,666286.72,18208032.97,8916209.01,70355076.32,818.051937768026,1532.96784830956,0,19103.0778916924,0.00244202043410219,0.00130315815193992,6,2
"215",373,28471727.11,2557734.11,5276849.23,1391985.58,38627081.69,255.65938401177,715.421763609613,0,10858.887266307,0.00251274452317414,0.000897941255983647,3,4
"216",374,56305863.07,781161.43,9007201.2,2471150.14,89034028.17,1347.79306533586,2248.37362990631,0,13557.2837554344,0.00399314300024335,0.00239369932694269,6,4
"217",375,26902693.19,1807660.76,5399524.54,1438556.01,36681185.07,110.071263593993,273.77538166753,0,13208.2024401864,0.0010176504624797,0.000409145890400695,3,4
"218",376,20456262.82,2447933.73,7184709.52,476175.53,20605597.95,923.189393059937,1478.67282523659,0,9876.15674195584,0.00722846024343655,0.00451299145490709,3,4
"219",377,33082460.69,2289919.26,5507972.2,731483.86,49507724.66,515.910877756501,791.869702266971,0,9960.12386249923,0.00239362394982406,0.00155946948019029,3,4
"220",378,15718659.22,683086.77,2609332.66,2136908.67,20627469.92,557.040620251847,949.960402747424,0,8667.94058278697,0.00604352056655519,0.00354381765299094,3,4
"221",379,27359303.76,1340785.59,3052898.03,700358.58,44806396.02,753.962430126838,1331.94281064093,0,7604.46872937479,0.00486833591353395,0.00275578076379689,3,4
"222",380,286400.31,15659.09,70110.11,23517.28,352600.36,219.745188679245,254.868339622642,1.86415094339623,5934.03211320755,0.0889902457237709,0.0767265889758448,1,1
"223",381,24769118.6,5098642.86,9073724.26,595161.7,20088339,545.623097141473,964.019989098837,0,6021.94353924419,0.00389202379247696,0.00220283614428441,3,4
"224",382,12571934.34,1305464.47,2483444.77,1905332.18,13774460.6,866.532749946706,1512.55305265402,0,12063.8541782136,0.0120311879759151,0.00689259684716669,3,4
"225",383,34867938.31,14743750.49,3677620.26,1670706.39,29555534.6,395.024402855489,743.125544086436,0,22454.0187835231,0.00213125748210157,0.00113291585910084,3,4
"226",384,31236137.01,5804435.81,6706895.11,2200339.21,32846960.24,491.749105964723,1168.3107311162,0,23340.9229783223,0.00374025357470475,0.0015742955212653,3,4
"227",385,25266946.36,992699.07,6527185.4,1830317.69,31616594.01,657.135953462604,1222.28954570637,0,13376.6478116343,0.00483750401924853,0.00260077313696646,3,4
"228",387,9699063.93,748715.18,2663520.3,208290.31,12151828.41,387.570602863602,786.640828937453,0,22430.246250942,0.00811048194562682,0.00399595884366546,3,4
"229",389,23256423.17,2346688.02,860090.2,769410.12,38469634.19,1609.29529598201,2334.58630610367,0,17750.8726070954,0.0100384581456843,0.00691978849979795,3,4
"230",390,7658657.65,677736.11,554557.65,99107.86,12602369.3,866.062992617831,1262.27145939807,0,10485.0595173197,0.016481627944266,0.0113082870680064,3,4
"231",391,14972189.42,990701.35,6105400.85,2111647.25,11573630.67,1212.0444974586,1749.65560747664,0,13083.7927889818,0.0116860370811194,0.00809530565943508,3,4
"232",392,34340555.9,380345.96,6993829.76,1579338.41,50890966.99,1922.5816084788,2838.6682605985,0,18177.4927057357,0.0082662268743253,0.00559857450787162,5,4
"233",393,15190965.38,3357476.53,1676650.58,231429.74,19885675.85,939.574342972182,1606.45487371889,0,13662.707818448,0.0105750677032936,0.0061850864607275,3,4
"234",394,35920304.14,606594.4,14285023.16,1293168.87,39849720.1,1305.83319764328,2665.12524013569,0,26336.7235832887,0.00741955087503803,0.00363536230805221,6,4
"235",395,8587309.7,1596584.45,1165969.86,966374.64,9390394.56,517.59227809907,844.647772190093,2.10334422931858,11616.876607996,0.0098359998846914,0.00602740900446469,1,5
"236",396,10077209.32,5541097.52,1090771.47,258876.46,6376356.24,1218.63287218765,2153.24498803255,0,6928.52969363332,0.0213674730737116,0.0120929598015698,3,4
"237",399,9327094.52,3476118.81,1014898.47,534402.16,8076393.21,549.558891277091,849.920112842558,2.4687444026509,8057.85608454236,0.00911237804034346,0.00589206949815591,1,5
"238",401,60232754.63,30944926.65,3707979.48,2792160.58,45413625.39,2938.80537553101,4403.15441121495,0,29548.1448164826,0.00731023251096984,0.00487908181118996,5,3
"239",402,92891439.48,63165502.15,2499641.04,294397.62,54362529.96,1543.52888358666,2647.69497525627,0,33523.7675533168,0.00285031106211497,0.00166164814780267,2,3
"240",403,5678224.55,5370464.84,16274.76,463.17,500009.81,195.311421657592,442.764228675136,0,21180.336584997,0.00779758223325522,0.0034396565323855,3,4
"241",404,130948070.22,89856546.65,2325281.17,579506.78,76070607.74,519.461074380165,1302.18121589494,0,47311.6186137213,0.000994425663323792,0.000396692424338474,2,3
"242",406,52337514.23,18788894.47,7183389.22,547314.45,51446425.26,1699.18940341306,2630.27439082389,0,28058.0173520772,0.00502560052673692,0.00324659936264051,5,3
"243",408,64435781.97,8479181.71,18434379.82,9792586.94,54277281.66,472.300409295103,978.829507514836,0,21135.0639432089,0.00151907756465276,0.00073297847074316,6,2
"244",409,98342098.52,63125488.59,3190468.38,1165696.43,57751318.85,1917.17732752107,3302.7613722755,0,38325.0817181052,0.00335844101557769,0.00194949808512696,2,3
"245",410,63042356.95,41863712.82,4430707.05,525016.61,32459263.73,765.591550912301,2014.51012875221,0,42730.7829348146,0.00319548669531812,0.00121440819783991,2,3
"246",411,36513724.13,11457049.31,7842383.82,2220594.06,29715518.05,677.103971621801,1397.57335698183,0,17731.8695749901,0.00382752893680755,0.00185438212002453,3,4
"247",412,17043871.33,10193946.73,358196.31,75311.94,12934334.81,2335.68193970421,4202.16352389078,0,50045.9878811149,0.0246549826769361,0.0137039402286089,5,3
"248",413,69919134.23,8372369.78,12624618.44,11756803.01,74477212.49,610.407944742716,1269.58907100199,0,15927.7552084213,0.00181579632669029,0.0008730198842777,6,2
"249",414,0,0,0,0,0,0,0,2.79824561403509,4051.90377192982,NA,NA,1,1
"250",415,16364007.11,3849221.26,3775640.12,581689.31,16345574.35,467.262706318172,1257.04088907183,0,20978.0080551554,0.00768174250122179,0.00285542962171307,3,4
"251",416,91503968.12,52168502.51,3118445.16,1344514.91,68593787.36,3260.9388156781,5045.30334982746,0,58314.2773533433,0.00551375361471861,0.00356371300903765,2,3
"252",417,212833751.46,156563197.74,6748923.77,88053.75,98810991.18,2393.80055398554,5983.25080999086,0,65289.4565888122,0.00281123213256679,0.00112472788623257,2,3
"253",418,0,0,0,0,0,0,0,1.94642857142857,8662.40505952381,NA,NA,1,1
"254",419,54610189.89,30946245.6,4021460.15,1054839.6,37034969.19,325.053099325567,682.16429133456,0,19008.4988217862,0.00124915202219334,0.000595224261223617,3,4
"255",420,0,0,0,0,0,0,0,1.56155507559395,6425.59278617711,NA,NA,1,1
"256",422,100518186.32,8077435.8,45290547.7,4246172.18,84508110.09,998.94263391462,2188.87144259016,0,24702.1706731671,0.00217758748215162,0.000993792934876961,4,2
"257",423,0,0,0,0,0,0,0,2.11666666666667,39939.4123333333,NA,NA,1,5
"258",424,90586664.78,3623778.23,34290752.82,12717839.79,75944305.61,1258.30809018159,2405.94299733251,0,27972.9492228378,0.00265595714686661,0.00138906548026416,4,2
"259",426,0,0,0,0,0,7.39319444444444,13.5190476190476,2.20833333333333,9287.91309523809,Inf,Inf,1,1
"260",427,22808797.99,1943853.92,9540676.18,1034509.22,19146353.2,785.193294880246,1287.77655899802,0,11160.8100164799,0.00564596415629889,0.00344250185925842,3,4
"261",429,27322108.05,2316474.96,5138827.8,2744233.13,34316458.9,723.131288322425,1405.45569525778,0,14697.010183718,0.00514402363348307,0.00264668921958394,3,4
"262",430,75443012.2,42290970.1,6557281.13,1527308.77,50308271.43,994.594770923459,2100.61074087952,0,19338.245959737,0.00278436753732842,0.00131833915682844,2,3
"263",431,24671866.74,3764453.66,6474294.81,1667690.72,25408656.06,430.026576258358,1143.16673268576,0,42183.1309751482,0.0046334829250369,0.00174298353987607,3,4
"264",432,39069076.83,4172143.53,13318641.14,2838931.14,37187172.71,779.023476584408,1225.76361960179,0,18656.8990865115,0.00313742662754848,0.00199396438255797,3,4
"265",433,38193697.68,6191828.82,6806032.88,3255006.2,43876131.22,673.097938286,1156.89082785042,0,11893.1951482469,0.00302900975324058,0.00176232724028306,3,4
"266",434,52313889.57,16169073,6711601.88,2980293.61,52766196.74,707.323685490694,1196.61019352792,0,11050.5625257332,0.00228736613424005,0.00135207626751637,3,4
"267",435,15933843.22,2539276.84,2858199.04,816612.72,19355993.2,185.369346205962,395.786307588076,0,8351.70468947606,0.00248393499373264,0.00116336870927215,3,4
"268",436,30192864.66,4971614.61,7133385.46,1717738.41,32696498.06,322.205818356868,675.595059691913,0,6812.69573491656,0.00223759841041831,0.00106715882042068,3,4
"269",437,37075431.43,7962106.64,8977147.84,2428248.79,35194228.1,257.900466035293,522.244788444505,0,11333.077640526,0.00140860070483745,0.000695610154995015,3,4
"270",438,26290039.59,2915038.76,7866544.19,818299.93,29445344.04,657.323644672314,1144.22635532769,0,9262.44168152772,0.00435231887502717,0.00250027635912097,3,4
"271",439,7749031.82,872874.91,1626547.33,289646.91,9509524.1,430.740527207682,833.703116173979,0,8857.48383167012,0.0107588036226954,0.00555863670731039,3,4
"272",440,168960323.53,136287802.05,918044.16,27605.11,61672901.48,3466.88725602808,7341.72483066685,0,65041.7348215507,0.00434523601593559,0.00205189430488544,2,3
"273",441,63651352.76,45838655.82,227719.51,128.84,34510754.42,1183.97125645261,2209.05654036754,0,33670.7572558332,0.00347055709671541,0.00186008812871083,2,3
"274",442,43977672.87,29977502.8,470266.62,118622.03,26788744.89,1375.83712416312,2261.15710083181,0,31581.1333181173,0.0051416024388464,0.00312849005955853,2,3
"275",443,113757864.49,97786105.92,3663528.99,380708.44,23682965.92,624.206983784755,1423.52177065086,0,47888.0153824732,0.00125136119338456,0.000548715455044101,2,3
"276",444,0,0,0,0,0,0,0,2.0655737704918,4702.63819672131,NA,NA,1,1
"277",445,49690913.64,24033167.26,4779665.5,1345044.66,38969707.5,1052.95185226155,1619.36386102917,0,17847.6499803343,0.00325887318708027,0.00211900280177975,3,4
"278",446,54726951.65,25903567.79,7656988.7,766631.42,40719685.66,582.76239511323,1763.95985220501,0,20584.5392282479,0.00322320136426785,0.00106485447762598,3,4
"279",447,64346914.33,39048234.57,4229042.88,1518859.03,38510447.33,771.086908312052,1321.87408929895,0,23343.7018370541,0.00205429289510261,0.00119832771523056,3,4
"280",448,32519170.3,2713766.92,12577388.35,811099.68,32885184.34,730.089197748065,1137.34567049808,0,7077.42180623974,0.0034974621431165,0.00224510401407155,3,4
"281",449,50815302.8,44386014.9,245116.3,0,12201070.71,1691.30298944105,3501.32805095418,0,54153.7639717136,0.00689030244439315,0.00332833397863971,2,3
"282",450,0,0,0,0,0,0,0,1.65560165975104,3515.75589211618,NA,NA,1,1
"283",451,43947814.37,7808191.97,11291041.39,1273478.03,46568954.99,550.634068288564,1279.61766478442,0,11229.5516518022,0.00291167532021325,0.00125292708222697,3,4
"284",452,26447183.03,1550626.88,10304140.6,919195.12,27532106.19,288.465185125303,582.977333063864,0,10062.1912263541,0.00220430785540589,0.00109072177856555,3,4
"285",453,36750953.83,8115541.5,5402586.38,456859.18,45745220.02,1327.4838394819,2402.10461316063,0,24858.9006025211,0.00653616944004262,0.00361210717311579,3,4
"286",454,49760358.18,37855958.11,2123826.05,289509.76,18787719.14,1653.78094968108,3078.84961587527,0,35853.6869333806,0.00618735420821938,0.00332349084727002,2,3
"287",455,46603531.87,13155804.14,2961923.58,4703492.48,52119582.82,883.371321190828,2264.23060373521,0,18474.8415615754,0.00485849572528377,0.00189550294955108,3,4
"288",456,36601089.49,3594117.32,11800698.58,1623389.24,39203752.77,184.883383105577,433.473029599536,0,6281.64858808632,0.00118431728574082,0.000505130819004964,3,4
"289",457,38635632,4036042.47,6263185.32,592548.76,55616777.87,226.491630387651,556.120744081172,0,11920.8279533432,0.00143939859475101,0.000586224732618974,3,4
"290",458,96241653.64,29662262.84,18052292.66,5930564.58,82308720.71,1484.75504725246,2319.07380488452,0,21005.6294834085,0.00240963628239308,0.00154273642554637,6,2
"291",473,34449654.29,4802502.29,4250637.5,859539.37,49227295.61,4595.84250903342,5806.34503839205,0,20985.0606300813,0.0168545814408289,0.0133407507382955,5,3
"292",474,62853992.49,38436402.83,372835.85,121.95,48539202.51,727.882812753036,1587.81203340081,0,50131.9083866397,0.00252619120997513,0.0011580534249576,2,3
"293",478,81734385.64,40409042.92,1469912.69,244194.23,80392691.84,595.362017225748,1764.26504714415,0,56580.5740290118,0.00215853466485315,0.000728410708129656,2,3
"294",483,122501192.11,71749370.12,2257518.41,53604.65,97510593.41,815.403678039404,2814.20102066314,0,64544.3007246516,0.00229728459959486,0.000665629177965233,2,3
"295",484,67378854.78,25472081.81,1061299.71,2924545,73196145.67,708.119984796655,2397.40573261117,0,35517.6823413151,0.00355809807162646,0.00105095283543888,2,3
"296",485,48370111.01,3845172.5,2145232.56,13133886.45,58942832.18,355.498662219752,1338.48573281453,0,25895.3225236242,0.00276717523459437,0.000734955233297389,6,2
"297",486,99754751.7,50874452.53,1002016.83,244.27,95290203.73,506.97903401932,1798.94093574129,0,49930.9873288534,0.00180336365444663,0.000508225448291422,2,3
"298",487,85669140.98,16666483.82,1119945.53,3822237.8,123058598.26,283.457446697324,1184.0346833194,0,29816.678513796,0.00138210173438744,0.000330874622360809,6,4
"299",488,140119124.8,76947315.79,840681.14,18859698.32,85859727.86,822.695963613407,2274.82157426538,0,30358.7262247475,0.00162349113835271,0.000587140381291767,2,2
"300",489,143402857.31,22094386.74,3576242.52,3891925.5,218894504.38,868.772548838071,2582.68510045366,0,48071.3653698732,0.00180099974916857,0.000605826526147947,2,3
"301",490,75701951.72,15274266.08,839335.99,3038844.27,112771802.32,475.924887055957,1178.56200674852,0,23025.4127631456,0.00155684494252895,0.000628682453018209,6,4
"302",491,56338648.37,18624665.91,395646.6,476580.11,72407661.67,692.507637231504,2346.13117379041,0,24059.2942753309,0.00416433699009313,0.00122918752449209,3,4
"303",492,68534582.51,20536923.67,616787.32,4404857.98,84744795.75,1246.55098831819,2797.76842851845,0,30523.2472900056,0.00408227252002334,0.00181886420353739,2,3
"304",493,29643322.67,14807062.89,316181.32,968832.85,26619399.94,376.228581654295,1485.30542417815,0,15011.5084915164,0.00501059021187706,0.00126918492182069,3,4
"305",494,67910879.77,36655391.91,554991.56,1053443.95,58804067.2,614.12868818407,2297.74598945434,0,24708.9369129983,0.00338347257057533,0.000904315612261239,2,3
"306",495,166503590.6,54201495.71,675047.21,4856700.24,214093238.94,408.060973579752,1623.7610939434,0,36651.8017085663,0.00097521085767108,0.000245076380701037,2,3
"307",496,47916472.55,12163843.52,2589987.69,1985749.34,62440180.65,106.157989977728,473.215274684484,0,21980.6274025612,0.00098758370451976,0.000221548007038611,3,4
"308",497,29393115.34,7047324.24,477863.53,383406.43,42992863.19,486.969574468085,1029.19977034786,0,45337.5739412361,0.00350149944448813,0.00165674706078327,3,4
"309",499,61223519.7,13104389.71,706930,3039590.13,86267416.9,335.949064827864,1506.10928326958,0,24619.1610167103,0.00246001747473786,0.000548725500386192,3,4
"310",500,78681671.78,10094140.11,1235966.52,2711376.08,128309575.71,819.909114115629,2302.55700433861,0,26023.1406114418,0.00292642104857246,0.00104205858310708,6,4
"311",501,87010681.38,15454874.99,1884535.51,4340316.57,130862215.21,492.293704223029,1536.90985318377,0,31020.7041026064,0.00176634618739698,0.000565785368434301,6,4
"312",502,101977346.6,22553959.74,991418.25,3499130.41,150093133.68,707.81724933761,2662.72908380979,0,37312.3303953424,0.00261109861414044,0.000694092632272519,2,3
"313",503,32741604.23,8521680.9,363478.66,2298465.17,42146102.68,1024.90993165468,2186.39467086331,0,19443.774881295,0.00667772615997842,0.00313029845591862,3,4
"314",504,57420740.6,6092466.95,1113870.28,328874.42,99559229.13,431.225051907969,1007.96064393939,0,22679.8351010101,0.0017553947117488,0.000750991797392402,3,4
"315",505,63191323.1,22782647.47,470430.39,1281321.59,74457772.17,735.792049349882,3273.98919030733,0,28332.5195065012,0.00518107396663661,0.00116438778815486,2,3
"316",506,88826366.38,15658488.74,1152173.79,305100.85,143311205,656.788056115331,2428.13046349403,0,55753.4185506123,0.00273356950469691,0.000739406645663728,2,3
"317",507,53045208.06,3787697.15,1633657.48,4059338.43,87305621.54,213.998236589586,943.462428818625,0,28587.3963284568,0.0017786006753927,0.000403426142371862,3,4
"318",508,26616972.05,3003597.75,2960221.14,2337289.09,36155315.21,284.561485207809,1037.9458629776,0,22345.274267577,0.00389956401136771,0.00106909788488811,3,4
"319",509,47012058.15,6756041.31,808449.04,2190818.96,75135718.74,721.493571153846,1977.89955384615,0,33455.3415461538,0.00420721753456385,0.00153469896776652,3,4
"320",510,60859902.22,14016672.59,630956.34,275447.63,92073856.41,2725.04882027795,4317.7431269741,0,32399.796298168,0.00709456139342135,0.00447757673094394,5,3
"321",511,78544216.06,32412094.07,11117592.77,2810706.33,64520202.23,1320.13622317597,2480.14282308059,0,28666.1131092036,0.00315763903122543,0.00168075548957992,2,3
"322",512,75689930.4,42445570.85,837495.96,225978.06,65252728.44,819.673503178928,1604.55024523161,0,49707.2396966394,0.00211989922140503,0.00108293599802138,2,3
"323",513,24197229.43,4250930.83,1140703.14,1449650.48,34878478.97,381.231686801915,827.43413152496,0,14605.9058114885,0.00341954079461303,0.00157551792408622,3,4
"324",514,73104045.74,34579206.11,11081793.96,299326.43,55829107.42,389.241297462316,1717.92374069834,0,39113.5703816066,0.00234997081667445,0.0005324483666016,2,3
"325",515,85191630.74,38408798.84,10123976.74,345332.8,73763393.53,838.088271194885,2181.75855185585,0,43052.968883999,0.00256100104306543,0.000983768316106875,2,3
"326",516,120495936.53,80168906.98,373748.58,187741.16,79370255.02,888.233923140398,1977.16562536838,0,53154.9648155134,0.00164085668140031,0.000737148445598623,2,3
"327",517,30004394.36,1152553.53,8129654.1,432208.9,39801983.82,674.641302397129,1497.50148570696,0,19322.6951621587,0.00499094055270563,0.00224847498770553,3,4
"328",518,44263605.03,12847947.14,14464651.25,750025.6,32847869,545.591600193611,1386.34058180058,0,28192.6318247822,0.00313201010369801,0.00123259639567051,3,4
"329",519,67789362.2,16412974.71,4417213.68,1522187.07,92214027.29,1401.44984339604,2534.56129813848,0,40512.572071309,0.00373887762900133,0.00206735953535205,2,3
"330",520,39563118.01,7286354.04,8432920.09,814915.2,46325223.5,314.972518337408,865.974903558816,0,21121.4280154849,0.00218884392109826,0.000796126630509243,3,4
"331",521,73728285.04,43052251.55,7378512.84,3338134.35,40438210.15,255.427364488831,798.661373027369,0,35294.937234886,0.00108324962745854,0.000346444196213507,2,4
"332",522,30047317.52,7032020.21,1220705.25,531735.53,42285798.14,427.559267436594,825.762470561594,0,20612.0508016304,0.00274820695728313,0.00142295320423197,3,4
"333",525,34864458.89,19058552.88,4193142.55,1584626.03,20068096.15,725.481482278663,1666.39334911752,0,30641.0763036304,0.00477963347825107,0.00208086259008812,3,4
"334",528,42823312.14,7718662.16,11031265.85,1270738.75,45740958.9,747.127996209329,1559.06050858166,2.15710224281352,26115.4523007265,0.00364068174709304,0.00174467587599666,1,5
"335",529,11929148.86,179956,6989805.03,361619.74,8094836.83,899.608177739799,1122.78264046144,2.14355906857509,5938.06561204871,0.00941209346650269,0.00754126038913223,1,5
"336",530,27621184.29,805755.25,9770649.4,987604.66,31627869.14,506.315904396577,999.946519622308,2.15860135733255,22710.2220256713,0.00362021595136429,0.0018330709468525,1,5
"337",531,39364223.85,2897567.05,14773157.33,1023409.64,37554444.37,499.939542167159,991.626463115527,2.2434438085655,10902.5801163449,0.00251910584314881,0.00127003530940229,1,5
"338",532,51666510.07,2069153.65,26788834.96,2970836.41,38829383.96,549.207984534797,1475.40300823148,2.05543776502869,16807.4000885508,0.00285562738073955,0.00106298641768276,4,5
"339",533,6246625.25,200381.63,2077389.84,635034.59,6647975.53,485.855416984006,543.610681645088,2.14280274181264,5361.50407463823,0.00870246989196427,0.00777788641929506,1,1
"340",534,1212262.18,3307.2,582019.65,120168.84,964822.13,419.540711656442,657.217570552147,2.31042944785276,2807.62411042945,0.0542141445468626,0.0346080838434176,1,1
"341",535,2582934.32,7388.74,1372128.8,535947.07,1305625.21,268.342157434402,371.683360058309,1.77113702623907,4315.63802478134,0.014389965597666,0.0103890430103698,1,1
"342",536,14063817.33,778170.82,4113812.44,2171900.05,13950502.8,1296.35376643745,1635.72573289902,2.30920497044276,4524.00125105562,0.0116307379036402,0.00921765219228318,1,5
"343",537,9016275.96,75598.32,4339286.17,1180330.92,6633178.56,338.595952668855,583.279290032821,2.16911383658663,6478.07399896355,0.00646918187309809,0.00375538586186813,1,1
"344",538,7500383.21,83190.55,5671233.18,403015.37,2633649.37,108.198222815606,235.475384957721,1.80907877169559,10344.7159026851,0.00313951138714846,0.0014425692632791,1,1
